,Name,Club,Country,League,Overall Rating,Position,Skill,Weak Foot,Work Rate,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Base Stats,In Game Stats
1585,Youssef Ait Bennasser,FC Girondins de Bordeaux,Morocco,Ligue 1 Conforama,76,CM,3,3,M / M,74,62,76,78,65,67,184,422,1997
1586,Ludovic Blas,FC Nantes,France,Ligue 1 Conforama,76,CM,4,2,H / M,78,69,75,78,62,64,180,426,2025
1587,Patrik Schick,RB Leipzig,Czech Republic,Bundesliga,76,ST,4,2,M / M,71,73,70,80,36,64,186,394,1876
1588,Simon Francis,Bournemouth,England,Premier League,75,CB,2,4,M / M,51,44,67,64,75,71,187,372,1795
1589,Pablo Zabaleta,West Ham United,Argentina,Premier League,75,RB,3,3,M / H,49,56,70,72,79,70,178,396,1969
1590,Mariano Barbosa,Villarreal CF,Argentina,LaLiga Santander,75,GK,1,2,M / M,76,72,76,75,42,74,188,415,895
1591,Ramazan Özcan,Bayer 04 Leverkusen,Austria,Bundesliga,75,GK,1,3,M / M,73,71,71,75,52,76,184,418,886
1592,Magnus Wolff Eikrem,Molde FK,Norway,Eliteserien,75,CAM,3,4,M / L,65,69,77,74,47,51,184,383,1886
1593,Valon Behrami,FC Sion,Switzerland,Raiffeisen Super League,75,CDM,3,3,M / H,62,64,71,71,74,74,185,416,2043
1594,Leighton Baines,Everton,England,Premier League,75,LB,3,3,H / M,56,68,77,76,76,59,170,412,2101
1595,Sergio,RC Celta,Spain,LaLiga Santander,75,GK,1,2,M / M,75,65,75,81,44,76,180,416,904
1596,Gustavo Cabral,Pachuca,Argentina,LIGA Bancomer MX,75,CB,2,3,M / H,33,33,52,57,76,73,184,324,1630
1597,Nicolás Domingo,Independiente,Argentina,SAF,75,CDM,3,3,L / H,51,61,67,69,74,71,174,393,1930
1598,Hugo Rodallega,Yukatel Denizlispor,Colombia,Süper Lig,75,ST,3,3,H / L,75,73,68,75,43,71,181,405,1963
1599,Zeca,FC København,Greece,Superliga,75,CM,3,3,H / H,75,61,71,74,73,78,182,432,2047
1600,Wayne Hennessey,Crystal Palace,Wales,Premier League,75,GK,1,3,M / M,75,75,80,71,40,75,198,416,859
1601,Caner Erkin,Beşiktaş JK,Turkey,Süper Lig,75,LB,4,2,H / M,79,73,75,79,69,74,181,449,2186
1602,Matías Fernández,Junior FC,Chile,Liga Dimayor,75,CM,5,4,M / M,70,69,77,78,58,62,178,414,2022
1603,Nabil Dirar,Fenerbahçe SK,Morocco,Süper Lig,75,RM,3,4,H / H,79,65,71,76,53,74,187,418,1961
1604,Cissé,Alanyaspor,Senegal,Süper Lig,75,ST,3,4,M / L,61,77,66,74,38,66,183,382,1874
1605,Stefano Okaka,Watford,Italy,Premier League,75,ST,2,3,H / H,64,72,59,70,30,82,186,377,1749
1606,Dame N'Doye,FC København,Senegal,Superliga,75,ST,3,3,H / M,71,73,60,70,39,80,186,393,1870
1607,Odil Akhmedov,Shanghai SIPG FC,Uzbekistan,CSL,75,CM,3,3,M / M,70,71,72,71,71,72,181,427,2023
1608,Mahmut Tekdemir,Medipol Başakşehir FK,Turkey,Süper Lig,75,CB,2,3,M / M,60,59,65,70,74,74,178,402,1923
1609,Ciaran Clark,Newcastle United,Republic of Ireland,Premier League,75,CB,2,2,M / M,52,52,53,55,76,73,185,361,1742
1610,Jonathan Hogg,Huddersfield Town,England,EFL Championship,75,CDM,3,3,L / H,67,55,65,68,75,79,176,409,1894
1611,Martin Kelly,Crystal Palace,England,Premier League,75,CB,2,3,L / M,50,44,60,62,75,71,191,362,1740
1612,Younousse Sankharé,FC Girondins de Bordeaux,Senegal,Ligue 1 Conforama,75,CM,3,3,M / M,63,70,72,73,72,79,184,429,2035
1613,Ricky van Wolfswinkel,FC Basel,Holland,Raiffeisen Super League,75,ST,3,4,M / L,63,74,70,71,43,69,185,390,1897
1614,Dan Gosling,Bournemouth,England,Premier League,75,CM,3,3,M / H,55,68,73,70,70,69,183,405,1980
1615,Kieran Gibbs,West Bromwich Albion,England,EFL Championship,75,LB,3,2,H / M,77,56,69,73,73,71,179,419,1990
1616,Oliver Norwood,Sheffield United,Northern Ireland,Premier League,75,CM,2,3,M / M,57,66,78,68,70,62,175,401,2002
1617,Marco Fabián,Philadelphia Union,Mexico,Major League Soccer,75,CAM,4,4,H / M,63,75,75,78,34,63,171,388,1939
1618,Tamás Kádár,FC Dynamo Kyiv,Hungary,Ukraine Liga,75,CB,2,2,H / M,70,34,65,62,76,79,188,386,1756
1619,Alberto Paloschi,SPAL,Italy,Serie A TIM,75,ST,3,4,H / L,69,69,58,73,28,75,182,372,1822
1620,Mauricio Isla,Fenerbahçe SK,Chile,Süper Lig,75,RB,3,3,H / H,77,54,73,75,72,72,176,423,2060
1621,Jimmy Durmaz,Galatasaray SK,Sweden,Süper Lig,75,CAM,3,4,M / L,70,70,75,77,34,60,180,386,1865
1622,Bastian Oczipka,FC Schalke 04,Germany,Bundesliga,75,LWB,2,2,H / M,67,59,72,71,74,75,185,418,2008
1623,Davide Santon,Roma,Italy,Serie A TIM,75,RB,3,3,M / M,67,58,71,73,74,69,187,412,1976
1624,Éder,Lokomotiv Moscow,Portugal,League of Russia,75,ST,3,4,M / L,76,73,59,68,41,79,190,396,1860
1625,Manuel Gulde,Sport-Club Freiburg,Germany,Bundesliga,75,CB,2,2,M / M,65,40,53,59,77,70,184,364,1738
1626,Tolgay Arslan,Fenerbahçe SK,Germany,Süper Lig,75,CDM,3,4,M / M,73,69,74,78,71,70,180,435,2081
1627,Omar Elabdellaoui,Olympiacos CFP,Norway,Hellas Liga,75,RB,3,3,H / M,83,55,71,76,69,73,177,427,2016
1628,Fredy Montero,Vancouver Whitecaps FC,Colombia,Major League Soccer,75,ST,4,4,M / M,68,76,72,76,48,61,176,401,2000
1629,Osvaldo Alonso,Minnesota United FC,Cuba,Major League Soccer,75,CDM,2,4,M / H,62,65,68,73,70,77,180,415,1998
1630,Emmanuel Badu,Hellas Verona,Ghana,Serie A TIM,75,CDM,3,3,H / H,78,67,70,77,72,72,173,436,2108
1631,Holger Badstuber,VfB Stuttgart,Germany,Bundesliga 2,75,CB,2,3,M / M,35,50,70,55,77,67,190,354,1790
1632,Maxime Gonalons,Roma,France,Serie A TIM,75,CDM,3,4,L / M,52,61,68,69,75,75,187,400,1964
1633,Mattia Destro,Bologna,Italy,Serie A TIM,75,ST,4,3,M / L,70,72,59,74,29,62,182,366,1775
1634,Craig Dawson,Watford,England,Premier League,75,CB,2,2,M / M,62,43,58,60,75,77,188,375,1760
1635,Borja Bastón,Swansea City,Spain,EFL Championship,75,ST,3,4,M / L,51,77,61,67,41,76,186,373,1776
1636,Miloš Ninkovic,Sydney FC,Serbia,Hyundai A-League,75,CAM,4,3,M / L,68,69,73,76,47,67,180,400,1925
1637,James Tavernier,Rangers FC,England,Scottish Premiership,75,RB,3,3,H / M,86,67,73,76,68,79,182,449,2124
1638,Jordan Ayew,Crystal Palace,Ghana,Premier League,75,ST,4,3,M / M,76,74,70,75,45,72,182,412,1977
1639,Josip Drmic,Norwich City,Switzerland,Premier League,75,ST,3,4,M / M,76,75,67,73,38,70,183,399,1912
1640,Óscar Murillo,Pachuca,Colombia,LIGA Bancomer MX,75,CB,2,4,M / H,69,39,55,52,74,77,184,366,1644
1641,Jonas Svensson,AZ,Norway,Eredivisie,75,RB,3,3,H / H,77,60,72,73,70,81,170,433,2046
1642,Fredrik Midtsjø,AZ,Norway,Eredivisie,75,CM,3,3,M / M,73,62,73,74,67,76,176,425,2017
1643,Leandro González Pirez,Atlanta United,Argentina,Major League Soccer,75,CB,2,3,H / H,72,48,62,66,73,78,185,399,1871
1644,Daniel Royer,New York Red Bulls,Austria,Major League Soccer,75,LM,4,3,H / H,83,73,68,76,48,73,177,421,1991
1645,Rasmus Falk,FC København,Denmark,Superliga,75,CM,4,4,H / M,84,64,71,80,58,72,177,429,2029
1646,Federico Santander,Bologna,Paraguay,Serie A TIM,75,ST,3,2,H / M,69,74,63,70,32,79,187,387,1838
1647,Nicola Sansone,Bologna,Italy,Serie A TIM,75,ST,3,3,M / M,78,76,72,79,44,59,173,408,1983
1648,Valentin Eysseric,Fiorentina,France,Serie A TIM,75,LW,3,4,M / M,69,72,78,76,43,63,181,401,1926
1649,Jasmin Kurtic,SPAL,Slovenia,Serie A TIM,75,CM,3,3,H / M,61,69,73,71,71,78,186,423,2055
1650,Darlington Nagbe,Atlanta United,United States,Major League Soccer,75,CM,4,3,M / M,80,64,70,81,63,70,175,428,2031
1651,Stefano Sturaro,Genoa,Italy,Serie A TIM,75,CM,3,3,H / H,70,67,72,75,76,78,181,438,2098
1652,Jesé,Paris Saint-Germain,Spain,Ligue 1 Conforama,75,LW,4,4,M / M,80,71,72,78,25,62,178,388,1836
1653,Valère Germain,Olympique de Marseille,France,Ligue 1 Conforama,75,ST,3,4,M / H,75,75,71,73,38,67,180,399,1956
1654,Alfredo Donnarumma,Brescia,Italy,Serie A TIM,75,ST,3,3,H / L,84,76,59,73,36,62,181,390,1851
1655,Felipe Gutiérrez,Sporting Kansas City,Chile,Major League Soccer,75,CM,3,4,M / M,66,70,75,75,60,65,170,411,2001
1656,Bruno Zuculini,Núñez,Argentina,SAF,75,CDM,3,3,M / M,66,58,69,72,70,77,182,412,1951
1657,Aleksandar Katai,Chicago Fire Soccer Club,Serbia,Major League Soccer,75,LM,4,4,M / L,66,75,73,77,43,67,182,401,1944
1658,Philipp Klement,VfB Stuttgart,Germany,Bundesliga 2,75,CAM,3,3,M / M,69,70,74,76,40,57,175,386,1905
1659,Hillal Soudani,Olympiacos CFP,Algeria,Hellas Liga,75,ST,4,4,H / M,72,75,69,75,43,67,177,401,1924
1660,Filip Novák,Trabzonspor,Czech Republic,Süper Lig,75,LB,3,3,H / M,79,65,69,73,73,75,184,434,2039
1661,Michael Krmencík,Viktoria Plzeň,Czech Republic,Česká Liga,75,ST,3,4,H / M,76,72,58,70,27,76,190,379,1750
1662,Alexander Ring,New York City FC,Finland,Major League Soccer,75,CDM,3,3,H / H,74,65,70,73,73,76,178,431,2046
1663,Calum Chambers,Arsenal,England,Premier League,75,CDM,2,3,L / H,63,49,65,68,74,76,183,395,1860
1664,Sergiy Kryvtsov,Shakhtar Donetsk,Ukraine,Ukraine Liga,75,CB,2,3,M / M,65,44,51,51,75,79,186,365,1684
1665,Lucas Lima,FC Nantes,Brazil,Ligue 1 Conforama,75,LB,3,1,H / M,73,57,72,72,71,71,179,416,2000
1666,Dimitrios Pelkas,PAOK,Greece,Hellas Liga,75,CAM,4,3,H / M,80,69,74,76,37,49,177,385,1853
1667,Petros Mantalos,AEK Athens,Greece,Hellas Liga,75,CAM,3,4,M / M,73,69,75,78,50,61,176,406,1943
1668,Thomas Foket,Stade de Reims,Belgium,Ligue 1 Conforama,75,RB,3,3,M / H,77,57,69,71,72,72,177,418,2001
1669,Alfred Duncan,Sassuolo,Ghana,Serie A TIM,75,CM,3,3,M / H,71,63,73,73,76,76,178,432,2062
1670,Sam Larsson,Feyenoord,Sweden,Eredivisie,75,LW,5,2,M / L,74,71,73,80,38,61,179,397,1894
1671,Júnior Fernandes,Alanyaspor,Chile,Süper Lig,75,LM,4,4,H / L,78,74,69,76,35,75,183,407,1910
1672,Christian Günter,Sport-Club Freiburg,Germany,Bundesliga,75,LB,3,2,H / M,82,48,67,69,71,79,185,416,1923
1673,Tomasz Kędziora,FC Dynamo Kyiv,Poland,Ukraine Liga,75,RB,2,3,M / M,77,45,66,64,74,73,183,399,1861
1674,Ridgeciano Haps,Feyenoord,Holland,Eredivisie,75,LB,3,3,H / M,89,53,66,75,69,71,175,423,1961
1675,Fran Sol,FC Dynamo Kyiv,Spain,Ukraine Liga,75,ST,3,3,M / L,68,77,55,67,34,68,181,369,1787
1676,Ahmed Hegazi,West Bromwich Albion,Egypt,EFL Championship,75,CB,2,2,M / M,52,20,44,54,75,80,194,325,1491
1677,Valentino Lazaro,Inter,Austria,Serie A TIM,75,RB,4,3,H / M,84,70,76,80,69,67,180,446,2106
1678,Guillermo Fernández,Cruz Azul,Argentina,LIGA Bancomer MX,75,CAM,3,3,H / H,72,70,74,75,65,70,178,426,2017
1679,Tyler Boyd,Beşiktaş JK,United States,Süper Lig,75,RM,3,4,M / M,86,73,66,77,18,66,180,386,1830
1680,Chang Hoon Kwon,Sport-Club Freiburg,Korea Republic,Bundesliga,75,RM,4,3,M / M,73,72,73,76,52,60,173,406,1973
1681,Robert Beric,AS Saint-Étienne,Slovenia,Ligue 1 Conforama,75,ST,3,3,M / M,57,76,65,68,38,72,188,376,1819
1682,Augusto Solari,Racing Club,Argentina,SAF,75,RM,3,4,M / H,90,63,72,75,56,75,176,431,2024
1683,Ivan Cavaleiro,Fulham,Portugal,EFL Championship,75,LW,4,4,H / M,86,71,69,76,38,68,175,408,1890
1684,Avilés Hurtado,Monterrey,Colombia,LIGA Bancomer MX,75,ST,3,4,H / M,91,73,68,78,47,70,172,427,1986
1685,Leonel Vangioni,Monterrey,Argentina,LIGA Bancomer MX,75,LB,3,3,H / H,83,63,69,72,72,75,178,434,2061
1686,Adrien Tamèze,OGC Nice,France,Ligue 1 Conforama,75,CM,3,3,M / M,68,59,66,74,73,73,180,413,1932
1687,Ben Pearson,Preston North End,England,EFL Championship,75,CDM,3,3,M / H,70,50,63,71,72,85,176,411,1895
1688,Luis Quiñones,Tigres U.A.N.L.,Colombia,LIGA Bancomer MX,75,LM,4,4,H / M,91,70,67,77,33,62,178,400,1828
1689,Emmanuel Mas,Buenos Aires,Argentina,SAF,75,LB,3,2,H / M,78,61,67,72,71,80,180,429,2029
1690,Julio Buffarini,Buenos Aires,Argentina,SAF,75,RB,3,3,H / H,87,62,66,73,69,81,170,438,2047
1691,Lucas Menossi,San Lorenzo de Almagro,Argentina,SAF,75,CDM,3,3,M / M,78,63,72,76,69,69,169,427,2083
1692,Guido Carrillo,Southampton,Argentina,Premier League,75,ST,3,3,M / M,54,75,54,71,39,75,191,368,1784
1693,Robert Skov,TSG 1899 Hoffenheim,Denmark,Bundesliga,75,RW,3,3,M / M,82,77,73,75,46,72,183,425,2019
1694,Youssouf Sabaly,FC Girondins de Bordeaux,Senegal,Ligue 1 Conforama,75,RB,3,4,H / M,74,38,64,75,73,69,173,393,1845
1695,Wesley Hoedt,Southampton,Holland,Premier League,75,CB,2,3,M / H,54,46,59,57,75,74,188,365,1695
1696,Lukas Lerager,Genoa,Denmark,Serie A TIM,75,CM,3,3,H / H,61,67,69,69,70,74,188,410,1940
1697,Khama Billiat,Kaizer Chiefs,Zimbabwe,South African FL,75,RW,4,4,H / M,86,76,65,79,47,64,170,417,1977
1698,Sebastián Cristóforo,Fiorentina,Uruguay,Serie A TIM,75,CDM,3,3,M / M,57,58,67,69,72,69,175,392,1901
1699,Ludovic Ajorque,RC Strasbourg Alsace,France,Ligue 1 Conforama,75,ST,3,2,M / M,57,74,52,67,27,79,197,356,1669
1700,Hamari Traoré,Stade Rennais FC,Mali,Ligue 1 Conforama,75,RB,3,3,H / M,81,54,68,75,71,69,175,418,1978
1701,Ezequiel Ponce,Spartak Moscow,Argentina,League of Russia,75,ST,3,3,M / M,77,73,58,73,40,69,178,390,1846
1702,Gabriel Boschilia,AS Monaco Football Club SA,Brazil,Ligue 1 Conforama,75,CAM,3,3,H / L,72,73,73,77,44,49,172,388,1891
1703,Alfredo Morelos,Rangers FC,Colombia,Scottish Premiership,75,ST,3,4,H / M,80,70,62,72,41,81,177,406,1852
1704,Arber Zeneli,Stade de Reims,Kosovo,Ligue 1 Conforama,75,LM,4,3,M / M,85,70,69,80,35,59,176,398,1858
1705,Aaron Long,New York Red Bulls,United States,Major League Soccer,75,CB,2,3,M / H,75,40,56,63,73,81,185,388,1776
1706,Youssouf Koné,Olympique Lyonnais,Mali,Ligue 1 Conforama,75,LB,3,3,H / M,84,47,64,74,71,72,174,412,1897
1707,Marcos Guilherme,Al Wehda,Brazil,Saudi Professional League,75,RM,3,3,M / M,88,66,71,77,40,54,170,396,1858
1708,Ali Adnan,Vancouver Whitecaps FC,Iraq,Major League Soccer,75,LB,4,4,H / H,77,68,70,74,72,80,185,441,2077
1709,Timo Baumgartl,PSV,Germany,Eredivisie,75,CB,2,3,M / M,70,34,55,51,76,75,190,361,1635
1710,Vedat Muriqi,Fenerbahçe SK,Kosovo,Süper Lig,75,ST,3,3,M / M,60,74,53,66,27,77,194,357,1623
1711,Jonathan Rodríguez,Cruz Azul,Uruguay,LIGA Bancomer MX,75,ST,3,3,H / M,85,74,62,73,37,76,179,407,1921
1712,André Simões,AEK Athens,Portugal,Hellas Liga,75,CDM,3,3,M / H,77,68,71,74,74,72,177,436,2062
1713,Ola Aina,Torino,Nigeria,Serie A TIM,75,LM,3,3,M / M,87,61,70,75,70,75,182,438,2021
1714,Thiago Maia,LOSC Lille,Brazil,Ligue 1 Conforama,75,CDM,3,3,M / M,69,57,68,70,73,74,179,411,1945
1715,Denis Bouanga,AS Saint-Étienne,Gabon,Ligue 1 Conforama,75,LM,4,4,M / M,78,73,70,76,30,67,180,394,1850
1716,Alejandro Romero Gamarra,New York Red Bulls,Paraguay,Major League Soccer,75,CAM,4,3,H / M,82,66,72,77,48,62,171,407,1902
1717,Marcus Coco,FC Nantes,France,Ligue 1 Conforama,75,RM,3,3,H / M,87,69,69,77,41,59,184,402,1854
1718,Angelo Fulgini,Angers SCO,France,Ligue 1 Conforama,75,RM,3,4,M / M,76,60,74,76,68,69,183,423,1968
1719,David Barbona,Racing Club,Argentina,SAF,75,RM,3,4,H / M,83,65,74,72,38,66,184,398,1850
1720,Jacob Bruun Larsen,Borussia Dortmund,Denmark,Bundesliga,75,LM,3,4,M / M,85,70,68,75,57,73,183,428,1972
1721,Marcus Thuram,Borussia Mönchengladbach,France,Bundesliga,75,LM,3,3,H / L,83,73,67,76,47,75,192,421,1890
1722,Ezequiel Ávila,CA Osasuna,Argentina,LaLiga Santander,75,ST,3,4,H / H,78,76,63,74,43,75,172,409,1935
1723,Lucas Martínez Quarta,Núñez,Argentina,SAF,75,CB,3,3,M / M,72,53,66,68,73,74,183,406,1909
1724,Yoshinori Muto,Newcastle United,Japan,Premier League,75,ST,3,4,H / H,77,72,68,78,41,62,178,398,1894
1725,Karim Onisiwo,1. FSV Mainz 05,Austria,Bundesliga,75,ST,3,3,H / M,78,70,67,75,53,76,188,419,1924
1726,João Novais,SC Braga,Portugal,Liga NOS,75,CM,4,3,M / M,66,76,76,77,49,67,183,411,2003
1727,Mathias Jensen,Brentford,Denmark,EFL Championship,75,CM,3,4,M / M,72,67,73,75,64,70,173,421,2016
1728,Alexandru Ionuţ Mitriţă,New York City FC,Romania,Major League Soccer,75,LW,3,5,H / M,85,69,68,78,26,55,171,381,1788
1729,Kelvin Amian,Toulouse Football Club,France,Ligue 1 Conforama,75,RB,3,3,M / H,78,48,65,69,75,76,180,411,1920
1730,Adam Ounas,Napoli,Algeria,Serie A TIM,75,LM,4,4,M / L,85,69,70,79,44,55,172,402,1904
1731,Landry Dimata,RSC Anderlecht,Belgium,Belgium Pro League,75,ST,3,3,H / H,82,73,63,71,32,79,184,400,1850
1732,Yann Karamoh,Parma,France,Serie A TIM,75,RM,4,4,H / M,79,69,69,78,31,62,185,388,1825
1733,Gen Shoji,Toulouse Football Club,Japan,Ligue 1 Conforama,75,CB,2,4,H / H,80,41,53,57,75,77,182,383,1732
1734,Rémi Oudin,Stade de Reims,France,Ligue 1 Conforama,75,RM,3,3,M / H,76,73,72,74,32,68,185,395,1896
1735,Miha Zajc,Fenerbahçe SK,Slovenia,Süper Lig,75,CAM,4,3,M / M,70,70,74,74,52,59,179,399,1948
1736,Marcão,Galatasaray SK,Brazil,Süper Lig,75,CB,2,2,M / H,59,32,51,56,75,74,185,347,1640
1737,Florian Müller,1. FSV Mainz 05,Germany,Bundesliga,75,GK,1,3,M / M,75,72,71,79,43,73,190,413,835
1738,Christian Fassnacht,BSC Young Boys,Switzerland,Raiffeisen Super League,75,RM,3,3,H / M,82,70,68,74,33,69,185,396,1862
1739,Ghislain Konan,Stade de Reims,Côte d'Ivoire,Ligue 1 Conforama,75,LB,3,3,H / M,81,48,68,77,70,73,176,417,1952
1740,Christian Kouamé,Genoa,Côte d'Ivoire,Serie A TIM,75,ST,3,4,H / M,84,71,61,75,40,70,185,401,1843
1741,Alberth Elis,Houston Dynamo,Honduras,Major League Soccer,75,RM,4,4,H / M,90,71,63,77,30,72,180,403,1873
1742,Marko Rog,Cagliari,Croatia,Serie A TIM,75,CM,3,3,H / M,74,66,77,75,63,67,180,422,1958
1743,Justin Kluivert,Roma,Holland,Serie A TIM,75,LW,4,4,H / M,88,72,66,79,37,59,171,401,1888
1744,Samuel Kalu,FC Girondins de Bordeaux,Nigeria,Ligue 1 Conforama,75,RM,4,4,H / M,87,65,70,76,31,51,176,380,1830
1745,Omar Kharbin,Al Hilal,Syria,Saudi Professional League,75,ST,3,3,H / L,80,75,58,71,36,68,185,388,1840
1746,Rodrigo,PAOK,Brazil,Hellas Liga,75,RB,3,2,H / M,75,61,75,75,69,75,176,430,2069
1747,Alfa Semedo Esteves,Nottingham Forest,Guinea-Bissau,EFL Championship,75,CDM,3,4,M / M,67,60,64,68,73,83,189,415,1915
1748,Jovane Cabral,Sporting CP,Cape Verde Islands,Liga NOS,75,LW,4,4,H / M,86,68,69,80,35,65,176,403,1916
1749,Ivan Šunjić,Birmingham City,Croatia,EFL Championship,75,CDM,2,3,M / H,70,57,60,64,77,79,184,407,1857
1750,Vitaliy Buyalskyi,FC Dynamo Kyiv,Ukraine,Ukraine Liga,75,CM,3,4,H / H,71,67,70,76,67,49,170,400,1910
1751,Léandre Tawamba,Al Taawoun,Cameroon,Saudi Professional League,75,ST,3,3,M / L,75,74,49,70,24,77,189,369,1706
1752,Rubens Sambueza,Pachuca,Argentina,LIGA Bancomer MX,75,RM,4,3,H / M,65,71,78,76,47,77,174,414,2005
1753,Ola Kamara,D.C. United,Norway,Major League Soccer,75,ST,3,3,M / M,74,74,59,72,33,77,184,389,1856
1754,Luis Rodríguez,Tigres U.A.N.L.,Mexico,LIGA Bancomer MX,75,RB,3,2,M / M,85,61,70,74,71,74,177,435,2014
1755,Nacer Chadli,RSC Anderlecht,Belgium,Belgium Pro League,75,LW,4,4,M / M,71,73,74,76,47,75,187,416,1998
1756,Cristiano Biraghi,Inter,Italy,Serie A TIM,75,LB,3,3,M / M,76,55,68,71,74,70,185,414,1975
1757,Nicolás Castillo,Club América,Chile,LIGA Bancomer MX,75,ST,3,3,H / H,68,75,60,69,38,82,179,392,1906
1758,Harry Wilson,Bournemouth,Wales,Premier League,75,RW,3,3,H / M,79,76,72,74,40,49,173,390,1889
1759,Godfred Donsah,KSV Cercle Brugge,Ghana,Belgium Pro League,75,CM,3,3,M / M,74,63,74,78,69,77,176,435,2093
1760,Rick Karsdorp,Feyenoord,Holland,Eredivisie,75,RB,3,3,H / M,85,63,71,73,72,70,184,434,2026
1761,Roger Assalé,BSC Young Boys,Côte d'Ivoire,Raiffeisen Super League,75,ST,3,3,H / M,91,73,68,81,29,51,167,393,1848
1762,Ádám Nagy,Bristol City,Hungary,EFL Championship,75,CDM,3,5,M / H,70,54,76,79,72,61,178,412,1994
1763,Dodi Lukebakio,Hertha BSC,Belgium,Bundesliga,75,ST,4,4,M / L,86,74,66,78,28,62,187,394,1835
1764,Federico Ricca,Club Brugge KV,Uruguay,Belgium Pro League,75,LB,2,3,H / M,71,42,60,63,74,72,178,382,1750
1765,Guus Til,Spartak Moscow,Holland,League of Russia,75,CAM,3,3,H / H,71,71,71,71,61,73,183,418,1984
1766,Ryan Sessegnon,Tottenham Hotspur,England,Premier League,75,LM,4,3,H / M,87,67,68,75,64,62,178,423,1975
1767,Luis Díaz,FC Porto,Colombia,Liga NOS,75,LM,4,4,H / M,92,68,65,77,32,67,180,401,1821
1768,Rafael Leão,Milan,Portugal,Serie A TIM,75,ST,4,4,H / L,87,72,64,75,27,71,188,396,1829
1769,Jesper Hansen,FC Midtjylland,Denmark,Superliga,75,GK,1,3,M / M,75,71,75,75,41,74,188,411,1041
1770,Jakub Błaszczykowski,Wisła Kraków,Poland,Ekstraklasa,75,RM,3,4,H / H,72,70,75,77,60,67,175,421,2042
1771,Lorenzo De Silvestri,Torino,Italy,Serie A TIM,75,RM,4,3,M / H,71,68,73,73,76,75,186,436,2072
1772,Adel Taarabt,SL Benfica,Morocco,Liga NOS,75,CAM,4,4,M / L,67,68,71,82,37,61,185,386,1857
1773,Lago Júnior,RCD Mallorca,Côte d'Ivoire,LaLiga Santander,75,LM,4,4,M / L,88,71,63,75,34,73,180,404,1812
1774,Eddy Gnahoré,Amiens SC,France,Ligue 1 Conforama,75,CM,3,3,H / M,66,67,71,72,68,77,188,421,1957
1775,Luís Hernández,Málaga CF,Spain,LaLiga 1 I 2 I 3,75,CB,2,4,M / H,67,49,65,65,75,74,183,395,1895
1776,Daniel Bessa,Hellas Verona,Italy,Serie A TIM,75,CAM,4,4,M / L,63,69,74,78,55,50,178,389,1910
1777,Álex Moreno,Real Betis,Spain,LaLiga Santander,75,LB,3,3,H / M,81,63,68,75,68,55,179,410,1974
1778,Zainadine,CS Marítimo,Mozambique,Liga NOS,75,CB,2,3,M / H,69,41,56,62,75,76,178,379,1841
1779,Lucas Olaza,RC Celta,Uruguay,LaLiga Santander,75,LB,3,3,H / M,79,71,72,73,71,70,175,436,2096
1780,Ainsley Maitland-Niles,Arsenal,England,Premier League,75,RWB,4,3,M / M,85,59,70,76,68,67,177,425,1941
1781,Borja Valle,RC Deportivo,Spain,LaLiga 1 I 2 I 3,75,ST,3,4,H / M,74,75,68,74,46,64,177,401,1899
1782,Falaye Sacko,Vitória Guimarães,Mali,Liga NOS,75,RB,3,3,H / M,92,36,59,72,68,74,179,401,1843
1783,Miguel Silva,Vitória Guimarães,Portugal,Liga NOS,75,GK,1,3,M / M,77,73,59,76,48,73,190,406,739
1784,Junya Ito,KRC Genk,Japan,Belgium Pro League,75,RW,4,3,H / M,90,66,69,75,59,71,176,430,1944
1785,Mason Mount,Chelsea,England,Premier League,75,CAM,3,4,H / M,71,68,74,76,46,53,178,388,1864
1786,Konstantinos Laifis,Standard de Liège,Cyprus,Belgium Pro League,75,LB,2,3,M / H,66,63,72,67,76,74,186,418,2001
1787,Calvin Stengs,AZ,Holland,Eredivisie,75,RW,4,3,M / M,77,62,73,79,34,58,187,383,1807
1788,Mykyta Burda,FC Dynamo Kyiv,Ukraine,Ukraine Liga,75,CB,2,3,M / M,65,23,43,42,77,74,187,324,1482
1789,Claudio Pizarro,SV Werder Bremen,Peru,Bundesliga,75,ST,4,4,M / L,34,77,73,75,37,64,184,360,1846
1790,Allan McGregor,Rangers FC,Scotland,Scottish Premiership,75,GK,1,3,M / M,74,72,66,79,33,74,183,398,987
1791,Artur Boruc,Bournemouth,Poland,Premier League,75,GK,1,3,M / M,76,75,65,75,37,77,193,405,891
1792,Jonatan Soriano,Al Hilal,Spain,Saudi Professional League,75,ST,4,3,M / L,58,78,73,77,32,66,180,384,1930
1793,Renaud Cohade,Football Club de Metz,France,Ligue 1 Conforama,75,CM,3,3,M / H,50,59,76,72,69,71,181,397,1983
1794,Wes Morgan,Leicester City,Jamaica,Premier League,75,CB,2,2,M / H,29,34,41,55,76,72,186,307,1438
1795,Willy Caballero,Chelsea,Argentina,Premier League,75,GK,1,3,M / M,74,72,71,74,43,76,186,410,925
1796,Jérémy Morel,Stade Rennais FC,Madagascar,Ligue 1 Conforama,75,CB,2,2,M / H,67,44,61,60,74,78,175,384,1850
1797,Rafael,Cagliari,Brazil,Serie A TIM,75,GK,1,3,M / M,76,71,63,76,43,76,187,405,800
